   300.00 999.99761071721252 
   303.62 999.99773005424038 
   307.23 999.99785161176226 
   310.85 999.99795498821265 
   314.47 999.99801726937278 
   318.08 999.99801520049675 
   321.70 999.99792771172156 
   325.32 999.99773865715827 
   328.93 999.99743949357730 
   332.55 999.99703155982422 
   336.17 999.99652751977999 
   339.78 999.99595169527743 
   343.40 999.99533836360501 
   347.02 999.99473033473976 
   350.64 999.99417330434312 
   354.25 999.99371106901901 
   357.87 999.99338013619365 
   361.49 999.99320491035621 
   365.10 999.99319402319691 
   368.72 999.99333850985875 
   372.34 999.99361329904082 
   375.95 999.99397898416782 
   379.57 999.99438626815186 
   383.19 999.99478057480019 
   386.80 999.99510662909620 
   390.42 999.99531241433442 
   394.04 999.99535234670111 
   397.65 999.99518945512125 
   401.27 999.99479772994994 
   404.89 999.99416365014633 
   408.50 999.99328811630244 
   412.12 999.99218812442052 
   415.74 999.99089781580199 
   419.35 999.98946849675792 
   422.97 999.98796670952095 
   426.59 999.98647053691616 
   430.21 999.98506397581798 
   433.82 999.98383006527615 
   437.44 999.98284365568816 
   441.06 999.98216176818755 
   444.67 999.98182764142086 
   448.29 999.98185615165460 
   451.91 999.98223948643613 
   455.52 999.98294672266911 
   459.14 999.98392646470597 
   462.76 999.98510924366565 
   466.37 999.98641248591684 
   469.99 999.98774291821644 
   473.61 999.98899999490607 
   477.22 999.99007920460269 
   480.84 999.99087552076992 
   484.46 999.99128764418879 
   488.07 999.99122350051243 
   491.69 999.99060733955491 
   495.31 999.98938842381460 
   498.92 999.98755079871910 
   502.54 999.98512276041583 
   506.16 999.98218459371685 
   509.78 999.97887168810291 
   513.39 999.97537148402330 
   517.01 999.97191258114060 
   520.63 999.96874600841488 
   524.24 999.96612027743743 
   527.86 999.96425358540955 
   531.48 999.96330742316127 
   535.09 999.96336673090332 
   538.71 999.96442817835566 
   542.33 999.96640437188046 
   545.94 999.96913510316722 
   549.56 999.97241034262129 
   553.18 999.97599744020363 
   556.79 999.97966847373448 
   560.41 999.98322365143588 
   564.03 999.98650624443860 
   567.64 999.98941146078619 
   571.26 999.99188483380385 
   574.88 999.99391591651954 
   578.49 999.99552794005740 
   582.11 999.99676628623274 
   585.73 999.99768777938311 
   589.35 999.99835206816670 
   592.96 999.99881561059863 
   596.58 999.99912798781327 
   600.20 999.99933092945719 
   603.81 999.99945760076719 
   607.43 999.99953357431434 
   611.05 999.99957709577814 
   614.66 999.99960213366887 
   618.28 999.99961676280930 
   621.90 999.99962478030841 
   625.51 999.99962621902023 
   629.13 999.99961792679608 
   632.75 999.99958808901340 
   636.36 999.99952570116989 
   639.98 999.99941200228966 
   643.60 999.99922257188496 
   647.21 999.99892701049168 
   650.83 999.99848858311907 
   654.45 999.99786632392988 
   658.06 999.99701727266984 
   661.68 999.99589945258265 
   665.30 999.99447746771273 
   668.91 999.99272911985713 
   672.53 999.99065208039315 
   676.15 999.98826991695876 
   679.77 999.98563596771442 
   683.38 999.98283367612009 
   687.00 999.97997236477738 
   690.62 999.97717816273757 
   694.23 999.97458081237869 
   697.85 999.97229816304105 
   701.47 999.97042102584726 
   705.08 999.96900142984020 
   708.70 999.96804698370113 
   712.32 999.96752298017350 
   715.93 999.96736227270117 
   719.55 999.96748109072746 
   723.17 999.96779767395446 
   726.78 999.96824942320541 
   730.40 999.96880491125899 
   734.02 999.96946798123042 
   737.63 999.97027315084074 
   741.25 999.97127360343279 
   744.87 999.97252477982863 
   748.48 999.97406751859546 
   752.10 999.97591460871126 
   755.72 999.97804359161705 
   759.34 999.98039700828303 
   762.95 999.98288950360609 
   766.57 999.98541973013027 
   770.19 999.98788424952056 
   773.80 999.99019043204112 
