Freq	Wavenum	WaveR		
2791.98	1000	100	100	0
2795.6	1000	100	100	0
2799.22	1000	100	100	0
2802.83	1000	100	100	0
2806.45	1000	100	100	0
2810.07	1000	100	100	0
2813.69	1000	100	100	0
2817.3	1000	100	100	0
2820.92	1000	100	100	0
2824.54	1000	100	100	0
2828.15	1000	100	100	0
2831.77	1000	100	100	0
2835.39	1000	100	100	0
2839	1000	100	100	0
2842.62	1000	100	100	0
2846.24	1000	100	100	0
2849.85	1000	100	100	0
2853.47	1000	100	100	0
2857.09	1000	100	100	0
2860.7	1000	100	100	0
2864.32	1000	100	100	0
2867.94	1000	100	100	0
2871.55	1000	100	100	0
2875.17	1000	100	100	0
2878.79	1000	100	100	0
2882.4	1000	100	100	0
2886.02	1000	100	100	0
2889.64	1000	100	100	0
2893.26	1000	100	100	0
2896.87	1000	100	100	0
2900.49	1000	100	100	0
2904.11	1000	100	100	0
2907.72	1000	100	100	0
2911.34	1000	100	100	0
2914.96	1000	100	100	0
2918.57	1000	100	100	0
2922.19	1000	100	100	0
2925.81	1000	100	100	0
2929.42	1000	100	100	0
2933.04	1000	100	100	0
2936.66	1000	100	100	0
2940.27	1000	100	100	0
2943.89	1000	100	100	0
2947.51	1000	100	100	0
2951.12	1000	100	100	0
2954.74	1000	100	100	0
2958.36	1000	100	100	0
2961.97	1000	100	100	0
2965.59	1000	100	100	0
2969.21	1000	100	100	0
2972.83	1000	100	100	0
2976.44	1000	100	100	0
2980.06	1000	100	100	0
2983.68	1000	100	100	0
2987.29	1000	100	100	0
2990.91	1000	100	100	0
2994.53	1000	100	100	0
2998.14	1000	100	100	0
3001.76	1000	100	100	0
3005.38	1000	100	100	0
3008.99	1000	100	100	0
3012.61	1000	100	100	0
3016.23	1000	100	100	0
3019.84	1000	100	100	0
3023.46	1000	100	100	0
3027.08	1000	100	100	0
3030.69	1000	100	100	0
3034.31	1000	100	100	0
3037.93	1000	100	100	0
3041.54	1000	100	100	0
3045.16	1000	100	100	0
3048.78	999.9999993	99.99992692	99	99.992692
3052.39	999.9999985	99.9998486	99	99.98486
3056.01	999.999997	99.99969528	99	99.969528
3059.63	999.999994	99.99940424	99	99.940424
3063.25	999.9999886	99.99885666	99	99.885666
3066.86	999.9999789	99.99788777	99	99.788777
3070.48	999.9999617	99.99616842	99	99.616842
3074.1	999.999933	99.99330448	99	99.330448
3077.71	999.9998863	99.98862754	99	98.862754
3081.33	999.9998122	99.98122279	99	98.122279
3084.95	999.9996986	99.96985861	99	96.985861
3088.56	999.9995296	99.95295561	99	95.295561
3092.18	999.9992859	99.92859481	99	92.859481
3095.8	999.9989455	99.89455441	99	89.455441
3099.41	999.9984854	99.84854078	99	84.854078
3103.03	999.997883	99.78829982	99	78.829982
3106.65	999.9971198	99.71197896	99	71.197896
3110.26	999.9961846	99.61845891	99	61.845891
3113.88	999.995077	99.50770133	99	50.770133
3117.5	999.9938104	99.38103768	99	38.103768
3121.11	999.9924133	99.24133462	99	24.133462
3124.73	999.9909298	99.09298136	99	9.298136
3128.35	999.9894167	98.94166903	98	94.166903
3131.96	999.9879397	98.79396786	98	79.396786
3135.58	999.9865675	98.65674707	98	65.674707
3139.2	999.9853652	98.53651619	98	53.651619
3142.82	999.9843879	98.43878581	98	43.878581
3146.43	999.9836755	98.3675463	98	36.75463
3150.05	999.9832494	98.3249432	98	32.49432
3153.67	999.9831119	98.31119311	98	31.119311
3157.28	999.9832474	98.32474152	98	32.474152
3160.9	999.9836262	98.3626228	98	36.26228
3164.52	999.9842095	98.420951	98	42.0951
3168.13	999.9849545	98.49545311	98	49.545311
3171.75	999.9858196	98.58195683	98	58.195683
3175.37	999.9867676	98.6767609	98	67.67609
3178.98	999.9877684	98.77684417	98	77.684417
3182.6	999.988799	98.87990458	98	87.990458
3186.22	999.9898425	98.98425317	98	98.425317
3189.83	999.9908861	99.08861452	99	8.861452
3193.45	999.991919	99.19189878	99	19.189878
3197.07	999.9929301	99.29300788	99	29.300788
3200.68	999.9939072	99.390722	99	39.0722
3204.3	999.9948369	99.48368651	99	48.368651
3207.92	999.9957049	99.57049108	99	57.049108
3211.53	999.9964981	99.64981022	99	64.981022
3215.15	999.9972056	99.72056208	99	72.056208
3218.77	999.9978204	99.7820433	99	78.20433
3222.39	999.9983401	99.83400842	99	83.400842
3226	999.9987668	99.87668034	99	87.668034
3229.62	999.999107	99.91069545	99	91.069545
3233.24	999.99937	99.93700129	99	93.700129
3236.85	999.9995677	99.95677132	99	95.677132
3240.47	999.999711	99.97109683	99	97.109683
3244.09	999.999812	99.98120136	99	98.120136
3247.7	999.9998811	99.98810942	99	98.810942
3251.32	999.9999269	99.99268721	99	99.268721
3254.94	999.9999563	99.99563305	99	99.563305
3258.55	999.9999747	99.99747484	99	99.747484
3262.17	999.9999858	99.998578	99	99.8578
3265.79	999.9999922	99.99921816	99	99.921816
3269.4	999.9999958	99.99958243	99	99.958243
3273.02	999.9999978	99.99978336	99	99.978336
3276.64	999.9999989	99.99989082	99	99.989082
3280.25	999.9999995	99.99994655	99	99.994655
3283.87	999.9999997	99.99997458	99	99.997458
3287.49	1000	100	100	0
3291.1	1000	100	100	0
3294.72	1000	100	100	0
3298.34	1000	100	100	0
3301.96	1000	100	100	0
3305.57	1000	100	100	0
3309.19	1000	100	100	0
3312.81	1000	100	100	0
3316.42	1000	100	100	0
3320.04	1000	100	100	0
3323.66	1000	100	100	0
3327.27	1000	100	100	0
3330.89	1000	100	100	0
3334.51	1000	100	100	0
3338.12	1000	100	100	0
3341.74	1000	100	100	0
3345.36	1000	100	100	0
3348.97	1000	100	100	0
3352.59	1000	100	100	0
3356.21	1000	100	100	0
3359.82	1000	100	100	0
3363.44	1000	100	100	0
3367.06	1000	100	100	0
3370.67	1000	100	100	0
3374.29	1000	100	100	0
3377.91	1000	100	100	0
3381.52	1000	100	100	0
3385.14	1000	100	100	0
3388.76	1000	100	100	0
3392.38	1000	100	100	0
3395.99	1000	100	100	0
3399.61	1000	100	100	0
3403.23	1000	100	100	0
3406.84	1000	100	100	0
3410.46	1000	100	100	0
3414.08	1000	100	100	0
3417.69	1000	100	100	0
3421.31	1000	100	100	0
3424.93	1000	100	100	0
3428.54	1000	100	100	0
3432.16	1000	100	100	0
3435.78	1000	100	100	0
3439.39	1000	100	100	0
3443.01	1000	100	100	0
3446.63	1000	100	100	0
3450.24	1000	100	100	0
3453.86	1000	100	100	0
3457.48	1000	100	100	0
3461.09	1000	100	100	0
3464.71	1000	100	100	0
3468.33	1000	100	100	0
3471.95	1000	100	100	0
3475.56	1000	100	100	0
3479.18	1000	100	100	0
3482.8	1000	100	100	0
3486.41	1000	100	100	0
3490.03	1000	100	100	0
3493.65	1000	100	100	0
3497.26	1000	100	100	0
3500.88	1000	100	100	0
3504.5	1000	100	100	0
3508.11	1000	100	100	0
3511.73	1000	100	100	0
3515.35	1000	100	100	0
3518.96	1000	100	100	0
3522.58	1000	100	100	0
3526.2	1000	100	100	0
3529.81	1000	100	100	0
3533.43	1000	100	100	0
3537.05	1000	100	100	0
3540.66	1000	100	100	0
3544.28	1000	100	100	0
3547.9	1000	100	100	0
3551.52	1000	100	100	0
3555.13	1000	100	100	0
3558.75	1000	100	100	0
3562.37	1000	100	100	0
3565.98	1000	100	100	0
3569.6	1000	100	100	0
3573.22	1000	100	100	0
3576.83	1000	100	100	0
3580.45	1000	100	100	0
3584.07	1000	100	100	0
3587.68	1000	100	100	0
3591.3	1000	100	100	0
3594.92	1000	100	100	0
3598.53	1000	100	100	0
3602.15	1000	100	100	0
3605.77	1000	100	100	0
3609.38	1000	100	100	0
3613	1000	100	100	0
3616.62	1000	100	100	0
3620.23	1000	100	100	0
3623.85	1000	100	100	0
3627.47	1000	100	100	0
3631.09	1000	100	100	0
3634.7	1000	100	100	0
3638.32	1000	100	100	0
3641.94	1000	100	100	0
3645.55	1000	100	100	0
3649.17	1000	100	100	0
3652.79	1000	100	100	0
3656.4	1000	100	100	0
3660.02	1000	100	100	0
3663.64	1000	100	100	0
3667.25	1000	100	100	0
3670.87	1000	100	100	0
3674.49	1000	100	100	0
3678.1	1000	100	100	0
3681.72	1000	100	100	0
3685.34	999.9999972	99.9997225	99	99.97225
3688.95	999.9999943	99.99942625	99	99.942625
3692.57	999.9999885	99.99884765	99	99.884765
3696.19	999.9999775	99.99775175	99	99.775175
3699.8	999.9999574	99.99573909	99	99.573909
3703.42	999.9999216	99.99215558	99	99.215558
3707.04	999.9998597	99.98597128	99	98.597128
3710.65	999.9997563	99.97562895	99	97.562895
3714.27	999.9995887	99.95887277	99	95.887277
3717.89	999.9993258	99.93258076	99	93.258076
3721.51	999.9989264	99.89264127	99	89.264127
3725.12	999.9983393	99.83393046	99	83.393046
3728.74	999.9975046	99.75045913	99	75.045913
3732.36	999.9963576	99.63575592	99	63.575592
3735.97	999.9948353	99.48353319	99	48.353319
3739.59	999.9928864	99.28863672	99	28.863672
3743.21	999.9904821	99.04821342	99	4.821342
3746.82	999.9876295	98.76295126	98	76.295126
3750.44	999.9843817	98.43817219	98	43.817219
3754.06	999.9808452	98.08451569	98	8.451569
3757.67	999.9771796	97.71796054	97	71.796054
3761.29	999.9735901	97.35900968	97	35.900968
3764.91	999.97031	97.03100427	97	3.100427
3768.52	999.9675771	96.75771307	96	75.771307
3772.14	999.9656052	96.56052289	96	56.052289
3775.76	999.9645568	96.45568339	96	45.568339
3779.37	999.964521	96.45209727	96	45.209727
3782.99	999.9655007	96.5500722	96	55.00722
3786.61	999.9674128	96.74127722	96	74.127722
3790.22	999.9700991	97.00991224	97	0.991224
3793.84	999.9733486	97.33486286	97	33.486286
3797.46	999.9769243	97.69243311	97	69.243311
3801.08	999.9805917	98.05916711	98	5.916711
3804.69	999.984143	98.41429973	98	41.429973
3808.31	999.987415	98.74150016	98	74.150016
3811.93	999.9902975	99.02974846	99	2.974846
3815.54	999.9927337	99.27336782	99	27.336782
3819.16	999.9947138	99.47137947	99	47.137947
3822.78	999.9962643	99.62642954	99	62.642954
3826.39	999.9974355	99.74355151	99	74.355151
3830.01	999.9982899	99.82898788	99	82.898788
3833.63	999.9988922	99.8892222	99	88.92222
3837.24	999.9993029	99.93029279	99	93.029279
3840.86	999.9995739	99.95739096	99	95.739096
3844.48	999.999747	99.97469974	99	97.469974
3848.09	999.9998541	99.98540691	99	98.540691
3851.71	999.9999182	99.99182348	99	99.182348
3855.33	999.9999555	99.9955497	99	99.55497
3858.94	999.9999765	99.99764707	99	99.764707
3862.56	999.9999879	99.99879155	99	99.879155
3866.18	999.999994	99.9993971	99	99.93971
3869.79	999.9999971	99.99970781	99	99.970781
3873.41	1000	100	100	0
3877.03	1000	100	100	0
3880.65	1000	100	100	0
3884.26	1000	100	100	0
3887.88	1000	100	100	0
3891.5	1000	100	100	0
3895.11	1000	100	100	0
3898.73	1000	100	100	0
3902.35	1000	100	100	0
3905.96	1000	100	100	0
3909.58	1000	100	100	0
3913.2	1000	100	100	0
3916.81	1000	100	100	0
3920.43	1000	100	100	0
3924.05	1000	100	100	0
3927.66	1000	100	100	0
3931.28	1000	100	100	0
3934.9	1000	100	100	0
3938.51	1000	100	100	0
3942.13	1000	100	100	0
3945.75	1000	100	100	0
3949.36	1000	100	100	0
3952.98	1000	100	100	0
3956.6	1000	100	100	0
3960.22	1000	100	100	0
3963.83	1000	100	100	0
3967.45	1000	100	100	0
3971.07	1000	100	100	0
3974.68	1000	100	100	0
3978.3	1000	100	100	0
3981.92	1000	100	100	0
3985.53	1000	100	100	0
3989.15	1000	100	100	0
3992.77	1000	100	100	0
3996.38	1000	100	100	0
4000	1000	100	100	0
