   300.00 999.99590106609764 
   303.62 999.99546679056527 
   307.23 999.99502248415035 
   310.85 999.99456294047945 
   314.47 999.99408041744653 
   318.08 999.99357280044865 
   321.70 999.99304254127651 
   325.32 999.99249878351179 
   328.93 999.99195589022384 
   332.55 999.99142988865231 
   336.17 999.99093299822243 
   339.78 999.99046720358717 
   343.40 999.99001813504196 
   347.02 999.98955073858690 
   350.64 999.98900804254777 
   354.25 999.98831392427530 
   357.87 999.98738013723710 
   361.49 999.98611744882840 
   365.10 999.98444935877194 
   368.72 999.98232732765086 
   372.34 999.97974504359115 
   375.95 999.97674952810405 
   379.57 999.97344676227078 
   383.19 999.96999842488685 
   386.80 999.96661623113403 
   390.42 999.96353779674939 
   394.04 999.96100488624677 
   397.65 999.95923418809707 
   401.27 999.95838967697784 
   404.89 999.95855958419452 
   408.50 999.95974364324036 
   412.12 999.96185039905163 
   415.74 999.96470720606715 
   419.35 999.96808018374554 
   422.97 999.97170095482545 
   426.59 999.97529568151879 
   430.21 999.97861320560366 
   433.82 999.98144685966906 
   437.44 999.98365022107089 
   441.06 999.98514509459301 
   444.67 999.98592144653230 
   448.29 999.98603369193756 
   451.91 999.98558976456366 
   455.52 999.98473834384970 
   459.14 999.98365323610335 
   462.76 999.98251624746649 
   466.37 999.98149967015593 
   469.99 999.98074984384425 
   473.61 999.98037371369378 
   477.22 999.98042909567312 
   480.84 999.98092300011922 
   484.46 999.98181420635376 
   488.07 999.98302329699732 
   491.69 999.98444681916783 
   495.31 999.98597348892395 
   498.92 999.98750029602513 
   502.54 999.98894220018190 
   506.16 999.99024434151352 
   509.78 999.99137926873959 
   513.39 999.99234752386030 
   517.01 999.99316888376904 
   520.63 999.99387466725454 
   524.24 999.99449931255003 
   527.86 999.99507348244674 
   531.48 999.99561959159541 
   535.09 999.99614999870664 
   538.71 999.99666754311704 
   542.33 999.99716773273190 
   545.94 999.99764172254856 
   549.56 999.99807936012712 
   553.18 999.99847171155704 
   556.79 999.99881264574162 
   560.41 999.99909949184962 
   564.03 999.99933303378327 
   567.64 999.99951674009355 
   571.26 999.99965650906415 
   574.88 999.99975660995665 
   578.49 999.99982398945804 
   582.11 999.99986329186027 
   585.73 999.99987779652656 
   589.35 999.99986911207213 
   592.96 999.99983719913655 
   596.58 999.99978062311584 
   600.20 999.99969703847216 
   603.81 999.99958388162918 
   607.43 999.99943922720729 
   611.05 999.99926272634980 
   614.66 999.99905650392361 
   618.28 999.99882594529481 
