300	999.9947083
303.62	999.994326
307.23	999.9938818
310.85	999.9933778
314.47	999.9928233
318.08	999.9922363
321.7	999.9916439
325.32	999.991081
328.93	999.9905871
332.55	999.990202
336.17	999.9899609
339.78	999.9898891
343.4	999.9899991
347.02	999.9902872
350.64	999.9907351
354.25	999.991311
357.87	999.9919733
361.49	999.9926752
365.1	999.9933701
368.72	999.9940154
372.34	999.994576
375.95	999.9950263
379.57	999.9953497
383.19	999.9955363
386.8	999.995584
390.42	999.9954914
394.04	999.9952575
397.65	999.9948787
401.27	999.9943481
404.89	999.9936559
408.5	999.9927908
412.12	999.9917433
415.74	999.9905083
419.35	999.9890886
422.97	999.9874968
426.59	999.9857549
430.21	999.983898
433.82	999.9819664
437.44	999.9800081
441.06	999.9780737
444.67	999.9762154
448.29	999.9744849
451.91	999.972932
455.52	999.9716034
459.14	999.9705389
462.76	999.9697678
466.37	999.9693035
469.99	999.9691378
473.61	999.9692373
477.22	999.9695417
480.84	999.9699682
484.46	999.9704201
488.07	999.9708005
491.69	999.9710285
495.31	999.9710554
498.92	999.9708764
502.54	999.9705369
506.16	999.9701286
509.78	999.9697778
513.39	999.9696266
517.01	999.9698103
520.63	999.9704353
524.24	999.9715625
527.86	999.9731976
531.48	999.9752909
535.09	999.9777467
538.71	999.9804366
542.33	999.9832205
545.94	999.9859615
549.56	999.9885433
553.18	999.9908782
556.79	999.9929116
560.41	999.9946204
564.03	999.9960086
567.64	999.9971001
571.26	999.9979316
574.88	999.9985433
578.49	999.9989781
582.11	999.9992746
585.73	999.9994661
589.35	999.9995802
592.96	999.999639
596.58	999.9996602
600.2	999.9996571
603.81	999.99964
607.43	999.9996167
611.05	999.999592
614.66	999.999569
618.28	999.9995491
621.9	999.9995282
625.51	999.9995016
629.13	999.9994599
632.75	999.99939
636.36	999.9992747
639.98	999.9990928
643.6	999.9988193
647.21	999.9984269
650.83	999.9978862
654.45	999.9971684
658.06	999.9962489
661.68	999.9951087
665.3	999.9937394
668.91	999.9921466
672.53	999.9903532
676.15	999.9884013
679.77	999.9863524
683.38	999.9842847
687	999.9822884
690.62	999.9804574
694.23	999.9788796
697.85	999.9776267
701.47	999.9767447
705.08	999.9762481
708.7	999.9761177
712.32	999.9763046
715.93	999.9767385
719.55	999.9773406
723.17	999.9780368
726.78	999.9787703
730.4	999.9795094
734.02	999.980251
737.63	999.9810161
741.25	999.9818421
744.87	999.9827706
748.48	999.9838359
752.1	999.985055
755.72	999.9864224
759.34	999.9879097
762.95	999.9894696
766.57	999.9910435
770.19	999.9925704
773.8	999.9939951
777.42	999.9952745
781.04	999.9963812
784.65	999.9973042
788.27	999.9980468
791.89	999.9986236
795.5	999.9990561
799.12	999.9993693
802.74	999.9995874
806.35	999.9997325
809.97	999.9998233
813.59	999.9998742
817.2	999.9998956
820.82	999.9998944
824.44	999.9998746
828.05	999.9998388
831.67	999.9997882
835.29	999.9997241
838.91	999.9996479
842.52	999.9995623
846.14	999.99947
849.76	999.9993763
853.37	999.9992868
856.99	999.9992075
860.61	999.9991444
864.22	999.9991023
867.84	999.9990846
871.46	999.9990929
875.07	999.9991261
878.69	999.9991813
882.31	999.9992538
885.92	999.9993377
889.54	999.9994267
893.16	999.9995147
896.77	999.9995967
900.39	999.9996687
904.01	999.9997283
907.62	999.9997746
911.24	999.9998079
914.86	999.9998292
918.48	999.9998407
922.09	999.9998445
925.71	999.9998425
929.33	999.9998366
932.94	999.9998279
936.56	999.9998165
940.18	999.9998015
943.79	999.9997807
947.41	999.9997505
951.03	999.9997057
954.64	999.9996402
958.26	999.9995467
961.88	999.9994177
965.49	999.9992464
969.11	999.9990274
972.73	999.9987587
976.34	999.998442
979.96	999.9980846
983.58	999.9976992
987.19	999.997304
990.81	999.9969216
994.43	999.9965768
998.04	999.996294
1001.66	999.9960946
1005.28	999.9959934
1008.9	999.995998
1012.51	999.9961063
1016.13	999.9963069
1019.75	999.9965811
1023.36	999.9969058
1026.98	999.9972529
1030.6	999.997596
1034.21	999.9979084
1037.83	999.9981654
1041.45	999.9983431
1045.06	999.9984177
1048.68	999.998363
1052.3	999.9981487
1055.91	999.9977394
1059.53	999.9970949
1063.15	999.9961717
1066.76	999.9949275
1070.38	999.9933269
1074	999.9913491
1077.61	999.9889963
1081.23	999.9863011
1084.85	999.9833331
1088.47	999.9802001
1092.08	999.9770461
1095.7	999.9740428
1099.32	999.9713757
1102.93	999.9692264
1106.55	999.9677519
1110.17	999.9670673
1113.78	999.9672304
1117.4	999.9682332
1121.02	999.9700027
1124.63	999.9724094
1128.25	999.9752821
1131.87	999.9784282
1135.48	999.9816538
1139.1	999.9847819
1142.72	999.9876668
1146.33	999.9902015
1149.95	999.9923195
1153.57	999.9939921
1157.18	999.9952214
1160.8	999.9960327
1164.42	999.9964672
1168.04	999.9965758
1171.65	999.9964153
1175.27	999.996046
1178.89	999.9955305
1182.5	999.9949334
1186.12	999.9943192
1189.74	999.99375
1193.35	999.9932826
1196.97	999.9929633
1200.59	999.9928251
1204.2	999.9928841
1207.82	999.9931386
1211.44	999.9935681
1215.05	999.9941403
1218.67	999.9948116
1222.29	999.9955357
1225.9	999.9962671
1229.52	999.9969665
1233.14	999.9976038
1236.75	999.998159
1240.37	999.9986222
1243.99	999.9989919
1247.61	999.9992727
1251.22	999.9994725
1254.84	999.9996001
1258.46	999.9996632
1262.07	999.9996672
1265.69	999.9996145
1269.31	999.9995045
1272.92	999.9993349
1276.54	999.9991023
1280.16	999.9988041
1283.77	999.9984406
1287.39	999.9980166
1291.01	999.9975425
1294.62	999.9970353
1298.24	999.9965181
1301.86	999.9960179
1305.47	999.9955648
1309.09	999.995187
1312.71	999.9949081
1316.32	999.9947439
1319.94	999.9946998
1323.56	999.9947703
1327.17	999.9949401
1330.79	999.9951861
1334.41	999.9954812
1338.03	999.9957982
1341.64	999.9961137
1345.26	999.9964106
1348.88	999.9966798
1352.49	999.9969199
1356.11	999.9971358
1359.73	999.9973361
1363.34	999.9975305
1366.96	999.9977278
1370.58	999.997933
1374.19	999.998147
1377.81	999.9983661
1381.43	999.998583
1385.04	999.9987874
1388.66	999.9989671
1392.28	999.9991086
1395.89	999.9991977
1399.51	999.9992194
1403.13	999.9991579
1406.74	999.9989969
1410.36	999.9987199
1413.98	999.9983118
1417.6	999.9977616
1421.21	999.9970645
1424.83	999.9962261
1428.45	999.995265
1432.06	999.9942145
1435.68	999.9931229
1439.3	999.9920507
1442.91	999.9910659
1446.53	999.9902368
1450.15	999.9896241
1453.76	999.989273
1457.38	999.9892067
1461	999.9894234
1464.61	999.9898965
1468.23	999.9905785
1471.85	999.9914077
1475.46	999.9923165
1479.08	999.9932402
1482.7	999.9941241
1486.31	999.9949284
1489.93	999.9956305
1493.55	999.9962236
1497.17	999.9967144
1500.78	999.9971184
1504.4	999.9974556
1508.02	999.9977456
1511.63	999.9980055
1515.25	999.9982473
1518.87	999.9984775
1522.48	999.9986982
1526.1	999.998908
1529.72	999.9991032
1533.33	999.9992799
1536.95	999.9994344
1540.57	999.9995641
1544.18	999.999668
1547.8	999.9997458
1551.42	999.999798
1555.03	999.9998253
1558.65	999.9998279
1562.27	999.9998057
1565.88	999.9997577
1569.5	999.9996819
1573.12	999.9995761
1576.74	999.9994381
1580.35	999.9992661
1583.97	999.9990598
1587.59	999.9988206
1591.2	999.9985528
1594.82	999.998263
1598.44	999.9979613
1602.05	999.9976601
1605.67	999.9973737
1609.29	999.9971174
1612.9	999.9969064
1616.52	999.9967537
1620.14	999.9966695
1623.75	999.9966598
1627.37	999.9967257
1630.99	999.9968635
1634.6	999.9970644
1638.22	999.9973161
1641.84	999.9976037
1645.45	999.9979111
1649.07	999.9982228
1652.69	999.9985245
1656.3	999.998805
1659.92	999.9990562
1663.54	999.9992732
1667.16	999.9994546
1670.77	999.9996011
1674.39	999.9997158
1678.01	999.9998028
1681.62	999.9998668
1685.24	999.9999124
1688.86	999.9999439
1692.47	999.999965
1696.09	999.9999788
1699.71	999.9999875
1703.32	999.9999928
1706.94	999.999996
1710.56	999.9999978
1714.17	999.9999989
1717.79	999.9999994
1721.41	999.9999997
1725.02	999.9999999
1728.64	1000
1732.26	1000
1735.87	1000
1739.49	1000
1743.11	1000
1746.73	1000
1750.34	1000
1753.96	1000
1757.58	1000
1761.19	1000
1764.81	1000
1768.43	1000
1772.04	1000
1775.66	1000
1779.28	1000
1782.89	1000
1786.51	1000
1790.13	1000
1793.74	1000
1797.36	1000
1800.98	1000
1804.59	1000
1808.21	1000
1811.83	1000
1815.44	1000
1819.06	1000
1822.68	1000
1826.3	1000
1829.91	1000
1833.53	1000
1837.15	1000
1840.76	1000
1844.38	1000
1848	1000
1851.61	1000
1855.23	1000
1858.85	1000
1862.46	1000
1866.08	1000
1869.7	1000
1873.31	1000
1876.93	1000
1880.55	1000
1884.16	1000
1887.78	1000
1891.4	1000
1895.01	1000
1898.63	1000
1902.25	1000
1905.87	1000
1909.48	1000
1913.1	1000
1916.72	1000
1920.33	1000
1923.95	1000
1927.57	1000
1931.18	1000
1934.8	1000
1938.42	1000
1942.03	1000
1945.65	1000
1949.27	1000
1952.88	1000
1956.5	1000
1960.12	1000
1963.73	1000
1967.35	1000
1970.97	1000
1974.58	1000
1978.2	1000
1981.82	1000
1985.43	1000
1989.05	1000
1992.67	1000
1996.29	1000
1999.9	1000
2003.52	1000
2007.14	1000
2010.75	1000
2014.37	1000
2017.99	1000
2021.6	1000
2025.22	1000
2028.84	1000
2032.45	1000
2036.07	1000
2039.69	1000
2043.3	1000
2046.92	1000
2050.54	1000
2054.15	1000
2057.77	1000
2061.39	1000
2065	1000
2068.62	1000
2072.24	1000
2075.86	1000
2079.47	1000
2083.09	1000
2086.71	1000
2090.32	1000
2093.94	1000
2097.56	1000
2101.17	1000
2104.79	1000
2108.41	1000
2112.02	1000
2115.64	1000
2119.26	1000
2122.87	1000
2126.49	1000
2130.11	1000
2133.72	1000
2137.34	1000
2140.96	1000
2144.57	1000
2148.19	1000
2151.81	1000
2155.43	1000
2159.04	1000
2162.66	1000
2166.28	1000
2169.89	1000
2173.51	1000
2177.13	1000
2180.74	1000
2184.36	1000
2187.98	1000
2191.59	1000
2195.21	1000
2198.83	1000
2202.44	1000
2206.06	1000
2209.68	1000
2213.29	1000
2216.91	1000
2220.53	1000
2224.14	1000
2227.76	1000
2231.38	1000
2235	1000
2238.61	1000
2242.23	1000
2245.85	1000
2249.46	1000
2253.08	1000
2256.7	1000
2260.31	1000
2263.93	1000
2267.55	1000
2271.16	1000
2274.78	1000
2278.4	1000
2282.01	1000
2285.63	1000
2289.25	1000
2292.86	1000
2296.48	1000
2300.1	1000
2303.71	1000
2307.33	1000
2310.95	1000
2314.57	1000
2318.18	1000
2321.8	1000
2325.42	1000
2329.03	1000
2332.65	1000
2336.27	1000
2339.88	1000
2343.5	1000
2347.12	1000
2350.73	1000
2354.35	1000
2357.97	1000
2361.58	1000
2365.2	1000
2368.82	1000
2372.43	1000
2376.05	1000
2379.67	1000
2383.28	1000
2386.9	1000
2390.52	1000
2394.13	1000
2397.75	1000
2401.37	1000
2404.99	1000
2408.6	1000
2412.22	1000
2415.84	1000
2419.45	1000
2423.07	1000
2426.69	1000
2430.3	1000
2433.92	1000
2437.54	1000
2441.15	1000
2444.77	1000
2448.39	1000
2452	1000
2455.62	1000
2459.24	1000
2462.85	1000
2466.47	1000
2470.09	1000
2473.7	1000
2477.32	1000
2480.94	1000
2484.56	1000
2488.17	1000
2491.79	1000
2495.41	1000
2499.02	1000
2502.64	1000
2506.26	1000
2509.87	1000
2513.49	1000
2517.11	1000
2520.72	1000
2524.34	1000
2527.96	1000
2531.57	1000
2535.19	1000
2538.81	1000
2542.42	1000
2546.04	1000
2549.66	1000
2553.27	1000
2556.89	1000
2560.51	1000
2564.13	1000
2567.74	1000
2571.36	1000
2574.98	1000
2578.59	1000
2582.21	1000
2585.83	1000
2589.44	1000
2593.06	1000
2596.68	1000
2600.29	1000
2603.91	1000
2607.53	1000
2611.14	1000
2614.76	1000
2618.38	1000
2621.99	1000
2625.61	1000
2629.23	1000
2632.84	1000
2636.46	1000
2640.08	1000
2643.7	1000
2647.31	1000
2650.93	1000
2654.55	1000
2658.16	1000
2661.78	1000
2665.4	1000
2669.01	1000
2672.63	1000
2676.25	1000
2679.86	1000
2683.48	1000
2687.1	1000
2690.71	1000
2694.33	1000
2697.95	1000
2701.56	1000
2705.18	1000
2708.8	1000
2712.41	1000
2716.03	1000
2719.65	1000
2723.26	1000
2726.88	1000
2730.5	1000
2734.12	1000
2737.73	1000
2741.35	1000
2744.97	1000
2748.58	1000
2752.2	1000
2755.82	1000
2759.43	1000
2763.05	1000
2766.67	1000
2770.28	1000
2773.9	1000
2777.52	1000
2781.13	1000
2784.75	1000
2788.37	1000
2791.98	1000
2795.6	1000
2799.22	1000
2802.83	1000
2806.45	1000
2810.07	1000
2813.69	1000
2817.3	1000
2820.92	1000
2824.54	1000
2828.15	1000
2831.77	1000
2835.39	1000
2839	1000
2842.62	1000
2846.24	1000
2849.85	1000
2853.47	1000
2857.09	1000
2860.7	1000
2864.32	1000
2867.94	1000
2871.55	1000
2875.17	1000
2878.79	1000
2882.4	1000
2886.02	1000
2889.64	1000
2893.26	1000
2896.87	1000
2900.49	1000
2904.11	1000
2907.72	1000
2911.34	1000
2914.96	1000
2918.57	1000
2922.19	1000
2925.81	1000
2929.42	1000
2933.04	1000
2936.66	1000
2940.27	1000
2943.89	1000
2947.51	1000
2951.12	1000
2954.74	1000
2958.36	1000
2961.97	1000
2965.59	1000
2969.21	1000
2972.83	1000
2976.44	1000
2980.06	1000
2983.68	1000
2987.29	1000
2990.91	1000
2994.53	1000
2998.14	1000
3001.76	1000
3005.38	1000
3008.99	1000
3012.61	1000
3016.23	1000
3019.84	1000
3023.46	1000
3027.08	1000
3030.69	1000
3034.31	1000
3037.93	1000
3041.54	999.9999998
3045.16	999.9999997
3048.78	999.9999993
3052.39	999.9999986
3056.01	999.9999973
3059.63	999.999995
3063.25	999.9999909
3066.86	999.9999837
3070.48	999.9999719
3074.1	999.999953
3077.71	999.9999233
3081.33	999.9998783
3084.95	999.9998123
3088.56	999.9997183
3092.18	999.9995873
3095.8	999.9994127
3099.41	999.9991857
3103.03	999.998898
3106.65	999.9985466
3110.26	999.9981282
3113.88	999.9976426
3117.5	999.9970917
3121.11	999.9964773
3124.73	999.9957983
3128.35	999.9950472
3131.96	999.9942063
3135.58	999.993244
3139.2	999.9921125
3142.82	999.9907488
3146.43	999.9890776
3150.05	999.9870196
3153.67	999.9845025
3157.28	999.9814755
3160.9	999.977925
3164.52	999.973889
3168.13	999.9694675
3171.75	999.9648263
3175.37	999.9601913
3178.98	999.9558334
3182.6	999.952044
3186.22	999.9491048
3189.83	999.9472544
3193.45	999.946659
3197.07	999.9473903
3200.68	999.9494155
3204.3	999.9526005
3207.92	999.9567266
3211.53	999.9615175
3215.15	999.9666708
3218.77	999.9718914
3222.39	999.9769193
3226	999.9815497
3229.62	999.985643
3233.24	999.9891261
3236.85	999.9919843
3240.47	999.9942496
3244.09	999.9959855
3247.7	999.9972727
3251.32	999.9981972
3254.94	999.9988404
3258.55	999.9992743
3262.17	999.9995581
3265.79	999.9997382
3269.4	999.9998491
3273.02	999.9999154
3276.64	999.9999538
3280.25	999.9999761
3283.87	999.9999876
3287.49	999.9999938
3291.1	999.9999969
3294.72	999.9999995
3298.34	999.9999997
3301.96	1000
3305.57	1000
3309.19	1000
3312.81	1000
3316.42	1000
3320.04	1000
3323.66	1000
3327.27	1000
3330.89	1000
3334.51	1000
3338.12	1000
3341.74	1000
3345.36	1000
